task,fold_id,repeat,fold,fs,clf,tuned,k,params,inner_auc,acc,f1,auc,cm,modality,n_features
mod_fNIRS-only_anova_LR,5,1,0,anova,LR,False,50,"{""C"": 1.0}",,0.3448275862068966,0.3434343434343434,0.6279456654456654,"[[4, 8, 1], [3, 4, 2], [4, 1, 2]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,6,1,1,anova,LR,True,50,"{""C"": 0.1}",0.6716505171153413,0.4482758620689655,0.39823633156966487,0.6274859399859399,"[[7, 5, 1], [3, 5, 1], [4, 2, 1]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,6,1,1,anova,LR,False,50,"{""C"": 1.0}",,0.41379310344827586,0.40151515151515155,0.5896732896732896,"[[5, 5, 3], [4, 5, 0], [2, 3, 2]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,7,1,2,anova,LR,True,500,"{""C"": 10}",0.6524501978026064,0.4827586206896552,0.5038904450669156,0.6435564435564435,"[[6, 5, 2], [6, 3, 0], [2, 0, 5]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,7,1,2,anova,LR,False,50,"{""C"": 1.0}",,0.5172413793103449,0.513888888888889,0.6671643171643172,"[[7, 5, 1], [3, 3, 3], [1, 1, 5]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,8,1,3,anova,LR,True,200,"{""C"": 0.01}",0.6497305374530978,0.4482758620689655,0.43650793650793646,0.6721607941422182,"[[8, 3, 1], [9, 1, 0], [3, 0, 4]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,8,1,3,anova,LR,False,50,"{""C"": 1.0}",,0.27586206896551724,0.3053030303030303,0.5423641545932568,"[[1, 8, 3], [7, 2, 1], [2, 0, 5]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,9,1,4,anova,LR,True,500,"{""C"": 10}",0.6701572368052665,0.32142857142857145,0.30459770114942525,0.5988949307793292,"[[6, 5, 1], [8, 0, 1], [3, 1, 3]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,9,1,4,anova,LR,False,50,"{""C"": 1.0}",,0.2857142857142857,0.30128851540616247,0.5644381290527907,"[[3, 5, 4], [7, 2, 0], [3, 1, 3]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,10,2,0,anova,LR,True,100,"{""C"": 0.01}",0.5988351008723175,0.5517241379310345,0.49927849927849927,0.6691137566137567,"[[11, 2, 0], [6, 2, 1], [3, 1, 3]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,10,2,0,anova,LR,False,50,"{""C"": 1.0}",,0.4827586206896552,0.4682217714672076,0.6535187035187036,"[[8, 3, 2], [6, 3, 0], [2, 2, 3]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,11,2,1,anova,LR,True,100,"{""C"": 0.1}",0.6751962635654275,0.3448275862068966,0.3329768270944741,0.4812178562178562,"[[6, 5, 2], [7, 2, 0], [4, 1, 2]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,11,2,1,anova,LR,False,50,"{""C"": 1.0}",,0.3793103448275862,0.39285714285714285,0.5420880045880047,"[[5, 5, 3], [7, 2, 0], [3, 0, 4]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,12,2,2,anova,LR,True,100,"{""C"": 0.01}",0.6527859250958391,0.5172413793103449,0.47226890756302514,0.7459471084471084,"[[10, 2, 1], [6, 3, 0], [5, 0, 2]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,12,2,2,anova,LR,False,50,"{""C"": 1.0}",,0.5172413793103449,0.5074374577417173,0.7062978687978688,"[[8, 4, 1], [4, 4, 1], [4, 0, 3]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,13,2,3,anova,LR,True,500,"{""C"": 1}",0.6136997090700795,0.5517241379310345,0.5141987829614605,0.6466076063599283,"[[10, 2, 0], [5, 3, 2], [2, 2, 3]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,13,2,3,anova,LR,False,50,"{""C"": 1.0}",,0.3793103448275862,0.35999999999999993,0.5151385594110053,"[[6, 5, 1], [2, 3, 5], [5, 0, 2]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,14,2,4,anova,LR,True,100,"{""C"": 1}",0.6511928272418439,0.5357142857142857,0.531055900621118,0.5995886293113738,"[[6, 4, 2], [3, 6, 0], [2, 2, 3]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,14,2,4,anova,LR,False,50,"{""C"": 1.0}",,0.4642857142857143,0.47032436162870944,0.5334355233321398,"[[5, 5, 2], [4, 5, 0], [2, 2, 3]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,15,3,0,anova,LR,True,10,"{""C"": 1}",0.6691345423762868,0.41379310344827586,0.34313725490196073,0.4848336848336848,"[[9, 2, 2], [7, 1, 1], [5, 0, 2]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,15,3,0,anova,LR,False,50,"{""C"": 1.0}",,0.4482758620689655,0.4275985663082437,0.6712990712990713,"[[8, 3, 2], [7, 2, 0], [3, 1, 3]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,16,3,1,anova,LR,True,20,"{""C"": 1}",0.6897263346707742,0.3793103448275862,0.32222616093583833,0.5777551152551151,"[[8, 3, 2], [6, 1, 2], [4, 1, 2]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,16,3,1,anova,LR,False,50,"{""C"": 1.0}",,0.4482758620689655,0.4568627450980392,0.6680259555259555,"[[5, 4, 4], [4, 4, 1], [3, 0, 4]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,17,3,2,anova,LR,True,500,"{""C"": 0.01}",0.6595339854083221,0.4482758620689655,0.3797979797979798,0.6281792281792281,"[[10, 3, 0], [7, 1, 1], [3, 2, 2]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,17,3,2,anova,LR,False,50,"{""C"": 1.0}",,0.6206896551724138,0.5972222222222222,0.701876826876827,"[[10, 1, 2], [4, 5, 0], [3, 1, 3]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,18,3,3,anova,LR,True,500,"{""C"": 0.1}",0.6733908996342323,0.6206896551724138,0.6216931216931217,0.7811719584165404,"[[9, 2, 1], [5, 5, 0], [2, 1, 4]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,18,3,3,anova,LR,False,50,"{""C"": 1.0}",,0.4827586206896552,0.4904761904761905,0.7504782455246851,"[[8, 4, 0], [7, 3, 0], [1, 3, 3]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,19,3,4,anova,LR,True,100,"{""C"": 0.01}",0.7341767348967871,0.4642857142857143,0.4465237166991553,0.6374324949277956,"[[7, 5, 0], [4, 4, 1], [4, 1, 2]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,19,3,4,anova,LR,False,50,"{""C"": 1.0}",,0.4642857142857143,0.4783549783549783,0.6717693290766599,"[[4, 6, 2], [3, 5, 1], [3, 0, 4]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,20,4,0,anova,LR,True,500,"{""C"": 10}",0.6548541525986344,0.5862068965517241,0.5892857142857143,0.8193362193362193,"[[8, 2, 3], [4, 5, 0], [3, 0, 4]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,20,4,0,anova,LR,False,50,"{""C"": 1.0}",,0.5517241379310345,0.5860651629072682,0.7871276871276871,"[[6, 6, 1], [5, 4, 0], [1, 0, 6]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,21,4,1,anova,LR,True,100,"{""C"": 10}",0.6893781869767294,0.20689655172413793,0.20102120102120102,0.41914104414104414,"[[3, 9, 1], [5, 2, 2], [5, 1, 1]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,21,4,1,anova,LR,False,50,"{""C"": 1.0}",,0.3448275862068966,0.3393162393162393,0.5567562067562067,"[[5, 7, 1], [4, 3, 2], [4, 1, 2]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,22,4,2,anova,LR,True,100,"{""C"": 0.01}",0.6936586897809058,0.5172413793103449,0.3814814814814815,0.7023014023014023,"[[11, 2, 0], [5, 4, 0], [7, 0, 0]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,22,4,2,anova,LR,False,50,"{""C"": 1.0}",,0.3793103448275862,0.3761904761904762,0.5219673844673846,"[[6, 7, 0], [5, 3, 1], [4, 1, 2]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,23,4,3,anova,LR,True,500,"{""C"": 0.01}",0.6428176158324156,0.5172413793103449,0.4481481481481482,0.6460835689937857,"[[11, 0, 1], [8, 2, 0], [5, 0, 2]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,23,4,3,anova,LR,False,50,"{""C"": 1.0}",,0.3448275862068966,0.3452380952380953,0.6287858684143514,"[[5, 4, 3], [7, 2, 1], [4, 0, 3]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,24,4,4,anova,LR,True,100,"{""C"": 0.1}",0.6692777471306508,0.5,0.5018181818181818,0.650217433464614,"[[7, 4, 1], [5, 4, 0], [1, 3, 3]]",fNIRS-only,1512
mod_fNIRS-only_anova_LR,24,4,4,anova,LR,False,50,"{""C"": 1.0}",,0.4642857142857143,0.4348884381338743,0.6199607401440108,"[[8, 3, 1], [6, 3, 0], [3, 2, 2]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,0,0,0,none,RF,True,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",0.8071052139354808,0.7241379310344828,0.6838063896887426,0.8606513856513857,"[[13, 0, 0], [7, 2, 0], [1, 0, 6]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,0,0,0,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.7241379310344828,0.6838063896887426,0.8606513856513857,"[[13, 0, 0], [7, 2, 0], [1, 0, 6]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,1,0,1,none,RF,True,1512,"{""max_depth"": 10, ""min_samples_leaf"": 1}",0.7522669785237879,0.7931034482758621,0.7795698924731184,0.8849532412032413,"[[13, 0, 0], [4, 5, 0], [1, 1, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,1,0,1,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.7241379310344828,0.7267297723687176,0.9075415325415325,"[[11, 2, 0], [4, 5, 0], [1, 1, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,2,0,2,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.80579344662665,0.6896551724137931,0.6466089466089467,0.8355565730565729,"[[13, 0, 0], [7, 2, 0], [2, 0, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,2,0,2,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6896551724137931,0.6466089466089467,0.8325808450808451,"[[13, 0, 0], [7, 2, 0], [2, 0, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,3,0,3,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.809565965480247,0.5862068965517241,0.6107817303469477,0.8042461322647082,"[[7, 5, 0], [4, 6, 0], [1, 2, 4]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,3,0,3,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.5862068965517241,0.6107817303469477,0.8047766475011059,"[[7, 5, 0], [4, 6, 0], [1, 2, 4]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,4,0,4,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.7875730695966129,0.6071428571428571,0.6098269546545408,0.7888676303854876,"[[9, 3, 0], [7, 2, 0], [1, 0, 6]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,4,0,4,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6071428571428571,0.6098269546545408,0.8054536141942158,"[[9, 3, 0], [7, 2, 0], [1, 0, 6]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,5,1,0,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.8110153019253333,0.7931034482758621,0.7867063492063493,0.87757104007104,"[[13, 0, 0], [4, 5, 0], [2, 0, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,5,1,0,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.7586206896551724,0.7455322455322455,0.8682484182484181,"[[13, 0, 0], [5, 4, 0], [2, 0, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,6,1,1,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.78671664958041,0.6896551724137931,0.7037412666215913,0.8209711584711584,"[[10, 3, 0], [4, 5, 0], [2, 0, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,6,1,1,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.7241379310344828,0.7305555555555556,0.8378478003478004,"[[11, 2, 0], [4, 5, 0], [2, 0, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,7,1,2,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.8157845775476157,0.5862068965517241,0.5598845598845599,0.7751304251304253,"[[11, 2, 0], [7, 2, 0], [2, 1, 4]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,7,1,2,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6206896551724138,0.6049242424242424,0.7629153254153254,"[[11, 2, 0], [6, 3, 0], [2, 1, 4]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,8,1,3,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.8140315497294687,0.7241379310344828,0.7115384615384617,0.7710847975553857,"[[12, 0, 0], [7, 3, 0], [1, 0, 6]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,8,1,3,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6896551724137931,0.6871085903343968,0.7732492997198879,"[[11, 1, 0], [7, 3, 0], [1, 0, 6]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,9,1,4,none,RF,True,1512,"{""max_depth"": 10, ""min_samples_leaf"": 1}",0.8266057092837142,0.6071428571428571,0.6108669108669109,0.8079312865497076,"[[9, 3, 0], [7, 2, 0], [0, 1, 6]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,9,1,4,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6071428571428571,0.6108669108669109,0.802509746588694,"[[9, 3, 0], [7, 2, 0], [0, 1, 6]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,10,2,0,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.7836882865480558,0.6896551724137931,0.6740481740481741,0.8343494468494468,"[[12, 1, 0], [6, 3, 0], [2, 0, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,10,2,0,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6896551724137931,0.6740481740481741,0.8297276797276797,"[[12, 1, 0], [6, 3, 0], [2, 0, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,11,2,1,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.779713285973363,0.7586206896551724,0.7351254480286739,0.862052762052762,"[[13, 0, 0], [5, 4, 0], [0, 2, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,11,2,1,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.7931034482758621,0.775,0.8486111111111111,"[[13, 0, 0], [4, 5, 0], [0, 2, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,12,2,2,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.7740085040564891,0.6206896551724138,0.6025641025641025,0.8313778813778815,"[[11, 2, 0], [7, 2, 0], [2, 0, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,12,2,2,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6206896551724138,0.6025641025641025,0.8192261442261443,"[[11, 2, 0], [7, 2, 0], [2, 0, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,13,2,3,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.7917873790441591,0.5862068965517241,0.5490196078431372,0.7844689710014787,"[[11, 1, 0], [9, 1, 0], [2, 0, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,13,2,3,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.5862068965517241,0.5490196078431372,0.7863437560031986,"[[11, 1, 0], [9, 1, 0], [2, 0, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,14,2,4,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.7857949750262644,0.6785714285714286,0.705353126405758,0.8283842045590166,"[[8, 4, 0], [4, 5, 0], [0, 1, 6]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,14,2,4,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6428571428571429,0.6772575250836121,0.8197689163384653,"[[7, 5, 0], [4, 5, 0], [0, 1, 6]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,15,3,0,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.8133380387897642,0.5862068965517241,0.5512820512820512,0.7096625596625596,"[[11, 2, 0], [8, 1, 0], [1, 1, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,15,3,0,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.5862068965517241,0.5512820512820512,0.7068334443334443,"[[11, 2, 0], [8, 1, 0], [1, 1, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,16,3,1,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.818547675602067,0.5172413793103449,0.45925925925925926,0.6832292707292708,"[[11, 2, 0], [8, 1, 0], [4, 0, 3]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,16,3,1,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.5172413793103449,0.4608058608058608,0.6848276723276724,"[[11, 2, 0], [8, 1, 0], [3, 1, 3]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,17,3,2,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.7851671335909419,0.6551724137931034,0.639423076923077,0.7921296296296297,"[[11, 2, 0], [7, 2, 0], [1, 0, 6]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,17,3,2,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6551724137931034,0.639423076923077,0.8068019943019943,"[[11, 2, 0], [7, 2, 0], [1, 0, 6]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,18,3,3,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.7920296704967278,0.8275862068965517,0.8402323892519972,0.8605951152390782,"[[11, 1, 0], [4, 6, 0], [0, 0, 7]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,18,3,3,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.8275862068965517,0.8402323892519972,0.8673718610251117,"[[11, 1, 0], [4, 6, 0], [0, 0, 7]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,19,3,4,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.807026395937967,0.7857142857142857,0.7846768336964415,0.8909967130126905,"[[11, 1, 0], [3, 6, 0], [1, 1, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,19,3,4,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.75,0.7564102564102564,0.8541790985400007,"[[10, 2, 0], [3, 6, 0], [1, 1, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,20,4,0,none,RF,True,1512,"{""max_depth"": 10, ""min_samples_leaf"": 1}",0.7923983568630844,0.6896551724137931,0.6893378226711558,0.8939000814000814,"[[10, 3, 0], [3, 6, 0], [1, 2, 4]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,20,4,0,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.7241379310344828,0.7148553201184781,0.8907879157879158,"[[11, 2, 0], [3, 6, 0], [1, 2, 4]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,21,4,1,none,RF,True,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",0.8198183894077746,0.6206896551724138,0.625,0.8058483183483184,"[[10, 3, 0], [6, 3, 0], [1, 1, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,21,4,1,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6206896551724138,0.625,0.8058483183483184,"[[10, 3, 0], [6, 3, 0], [1, 1, 5]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,22,4,2,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.8123184318039379,0.6551724137931034,0.6788407670760611,0.819701132201132,"[[9, 4, 0], [5, 4, 0], [1, 0, 6]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,22,4,2,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6551724137931034,0.6788407670760611,0.8365578865578865,"[[9, 4, 0], [5, 4, 0], [1, 0, 6]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,23,4,3,none,RF,True,1512,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.7985611041129034,0.6896551724137931,0.6363636363636364,0.8277949776401788,"[[12, 0, 0], [9, 1, 0], [0, 0, 7]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,23,4,3,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.7241379310344828,0.6944444444444443,0.8357241142070864,"[[12, 0, 0], [8, 2, 0], [0, 0, 7]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,24,4,4,none,RF,True,1512,"{""max_depth"": 10, ""min_samples_leaf"": 1}",0.8739464928873052,0.4642857142857143,0.4646464646464647,0.6606393836774476,"[[8, 4, 0], [8, 1, 0], [2, 1, 4]]",fNIRS-only,1512
mod_fNIRS-only_none_RF,24,4,4,none,RF,False,1512,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.4642857142857143,0.4679989550679206,0.6526484862951029,"[[8, 4, 0], [8, 1, 0], [1, 2, 4]]",fNIRS-only,1512
mod_Multimodal_anova_LR,0,0,0,anova,LR,True,200,"{""C"": 0.01}",0.6947690551811002,0.5517241379310345,0.5404007756948933,0.6975371850371851,"[[8, 3, 2], [3, 5, 1], [4, 0, 3]]",Multimodal,4968
mod_Multimodal_anova_LR,0,0,0,anova,LR,False,50,"{""C"": 1.0}",,0.4482758620689655,0.4501424501424502,0.6353882228882229,"[[6, 5, 2], [4, 4, 1], [4, 0, 3]]",Multimodal,4968
mod_Multimodal_anova_LR,1,0,1,anova,LR,True,500,"{""C"": 0.01}",0.7801917726368962,0.5517241379310345,0.5631528964862298,0.6795093795093795,"[[7, 4, 2], [4, 5, 0], [3, 0, 4]]",Multimodal,4968
mod_Multimodal_anova_LR,1,0,1,anova,LR,False,50,"{""C"": 1.0}",,0.5517241379310345,0.5584615384615385,0.7216931216931216,"[[5, 6, 2], [2, 7, 0], [0, 3, 4]]",Multimodal,4968
mod_Multimodal_anova_LR,2,0,2,anova,LR,True,50,"{""C"": 0.01}",0.7109777407791298,0.5862068965517241,0.532702591526121,0.8055430680430681,"[[11, 1, 1], [8, 1, 0], [2, 0, 5]]",Multimodal,4968
mod_Multimodal_anova_LR,2,0,2,anova,LR,False,50,"{""C"": 1.0}",,0.7241379310344828,0.7203029359892105,0.8512617012617012,"[[10, 1, 2], [3, 6, 0], [1, 1, 5]]",Multimodal,4968
mod_Multimodal_anova_LR,3,0,3,anova,LR,True,200,"{""C"": 0.01}",0.7445982233639059,0.6896551724137931,0.712121212121212,0.8210901585514588,"[[8, 4, 0], [3, 7, 0], [1, 1, 5]]",Multimodal,4968
mod_Multimodal_anova_LR,3,0,3,anova,LR,False,50,"{""C"": 1.0}",,0.6551724137931034,0.6529914529914529,0.7437240605971255,"[[9, 2, 1], [4, 6, 0], [1, 2, 4]]",Multimodal,4968
mod_Multimodal_anova_LR,4,0,4,anova,LR,True,100,"{""C"": 0.01}",0.7315301679627311,0.5357142857142857,0.5542497625830959,0.778349022357481,"[[7, 4, 1], [6, 3, 0], [2, 0, 5]]",Multimodal,4968
mod_Multimodal_anova_LR,4,0,4,anova,LR,False,50,"{""C"": 1.0}",,0.6785714285714286,0.6654456654456654,0.8327173340096272,"[[10, 1, 1], [3, 5, 1], [3, 0, 4]]",Multimodal,4968
mod_Multimodal_anova_LR,5,1,0,anova,LR,True,100,"{""C"": 0.01}",0.7360859954108862,0.5862068965517241,0.5630391114262082,0.741051541051541,"[[10, 2, 1], [5, 3, 1], [3, 0, 4]]",Multimodal,4968
mod_Multimodal_anova_LR,5,1,0,anova,LR,False,50,"{""C"": 1.0}",,0.5862068965517241,0.5555555555555555,0.7457722832722832,"[[10, 2, 1], [4, 4, 1], [3, 1, 3]]",Multimodal,4968
mod_Multimodal_anova_LR,6,1,1,anova,LR,True,200,"{""C"": 0.01}",0.7490439813804151,0.3103448275862069,0.2849168375484165,0.6047979797979798,"[[5, 5, 3], [6, 3, 0], [4, 2, 1]]",Multimodal,4968
mod_Multimodal_anova_LR,6,1,1,anova,LR,False,50,"{""C"": 1.0}",,0.3103448275862069,0.23809523809523805,0.5283882783882784,"[[6, 5, 2], [6, 3, 0], [3, 4, 0]]",Multimodal,4968
mod_Multimodal_anova_LR,7,1,2,anova,LR,True,200,"{""C"": 0.1}",0.7729365047106628,0.5172413793103449,0.5251960784313726,0.6892834017834018,"[[6, 4, 3], [4, 4, 1], [2, 0, 5]]",Multimodal,4968
mod_Multimodal_anova_LR,7,1,2,anova,LR,False,50,"{""C"": 1.0}",,0.4827586206896552,0.5004830917874395,0.6598549598549598,"[[5, 6, 2], [4, 4, 1], [1, 1, 5]]",Multimodal,4968
mod_Multimodal_anova_LR,8,1,3,anova,LR,True,10,"{""C"": 0.1}",0.7159713989741786,0.4482758620689655,0.3669467787114846,0.7437982210428031,"[[9, 0, 3], [10, 0, 0], [3, 0, 4]]",Multimodal,4968
mod_Multimodal_anova_LR,8,1,3,anova,LR,False,50,"{""C"": 1.0}",,0.5862068965517241,0.5555555555555555,0.6822718561108654,"[[10, 1, 1], [5, 4, 1], [3, 1, 3]]",Multimodal,4968
mod_Multimodal_anova_LR,9,1,4,anova,LR,True,200,"{""C"": 0.01}",0.7078529833405788,0.6071428571428571,0.597979797979798,0.8166547320682659,"[[10, 2, 0], [6, 3, 0], [2, 1, 4]]",Multimodal,4968
mod_Multimodal_anova_LR,9,1,4,anova,LR,False,50,"{""C"": 1.0}",,0.6428571428571429,0.6389759665621735,0.778671007876835,"[[10, 2, 0], [5, 4, 0], [2, 1, 4]]",Multimodal,4968
mod_Multimodal_anova_LR,10,2,0,anova,LR,True,200,"{""C"": 0.1}",0.7214155233570018,0.5517241379310345,0.5562610229276896,0.6997053872053872,"[[8, 5, 0], [4, 5, 0], [2, 2, 3]]",Multimodal,4968
mod_Multimodal_anova_LR,10,2,0,anova,LR,False,50,"{""C"": 1.0}",,0.5172413793103449,0.555000555000555,0.7483447108447109,"[[5, 8, 0], [3, 6, 0], [0, 3, 4]]",Multimodal,4968
mod_Multimodal_anova_LR,11,2,1,anova,LR,True,10,"{""C"": 10}",0.7158494955740563,0.6551724137931034,0.6393018745959923,0.7656524031524031,"[[10, 2, 1], [3, 5, 1], [2, 1, 4]]",Multimodal,4968
