task,fold_id,repeat,fold,fs,clf,tuned,k,params,inner_auc,acc,f1,auc,cm
binary,1,0,1,mi,RF,True,50,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.6722599296128707,0.5454545454545454,0.2857142857142857,0.5897435897435898,"[[10, 3], [7, 2]]"
binary,1,0,1,mi,RF,False,50,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.5909090909090909,0.4,0.5726495726495726,"[[10, 3], [6, 3]]"
binary,1,0,1,mi,SVM,True,100,"{""C"": 10, ""gamma"": 0.001}",0.6608534439416793,0.4545454545454545,0.1428571428571428,0.5726495726495726,"[[9, 4], [8, 1]]"
binary,1,0,1,mi,SVM,False,50,"{""C"": 1.0, ""gamma"": ""scale""}",,0.5,0.2666666666666666,0.5726495726495726,"[[9, 4], [7, 2]]"
binary,2,0,2,none,LR,True,4968,"{""C"": 1}",0.6222033685268978,0.5454545454545454,0.375,0.5726495726495726,"[[9, 4], [6, 3]]"
binary,2,0,2,none,LR,False,4968,"{""C"": 1.0}",,0.5454545454545454,0.375,0.5726495726495726,"[[9, 4], [6, 3]]"
binary,2,0,2,none,LASSO,True,4968,"{""C"": 0.5}",0.5606774761186526,0.5454545454545454,0.4444444444444444,0.6837606837606838,"[[8, 5], [5, 4]]"
binary,2,0,2,none,LASSO,False,4968,"{""C"": 1.0}",,0.5454545454545454,0.4444444444444444,0.6752136752136751,"[[8, 5], [5, 4]]"
binary,2,0,2,none,RF,True,4968,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.7170374560080442,0.6818181818181818,0.631578947368421,0.7264957264957266,"[[9, 4], [3, 6]]"
binary,2,0,2,none,RF,False,4968,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6818181818181818,0.631578947368421,0.7264957264957266,"[[9, 4], [3, 6]]"
binary,2,0,2,none,SVM,True,4968,"{""C"": 10, ""gamma"": ""scale""}",0.6543489190548014,0.5,0.1538461538461538,0.547008547008547,"[[10, 3], [8, 1]]"
binary,2,0,2,none,SVM,False,4968,"{""C"": 1.0, ""gamma"": ""scale""}",,0.6363636363636364,0.2,0.6666666666666667,"[[13, 0], [8, 1]]"
binary,2,0,2,anova,LR,True,200,"{""C"": 0.01}",0.6731083459024635,0.6363636363636364,0.5555555555555556,0.7008547008547008,"[[9, 4], [4, 5]]"
binary,2,0,2,anova,LR,False,50,"{""C"": 1.0}",,0.6363636363636364,0.5555555555555556,0.7008547008547008,"[[9, 4], [4, 5]]"
binary,2,0,2,anova,LASSO,True,10,"{""C"": 5}",0.5678418803418804,0.5,0.5925925925925926,0.6239316239316239,"[[3, 10], [1, 8]]"
binary,2,0,2,anova,LASSO,False,50,"{""C"": 1.0}",,0.6818181818181818,0.631578947368421,0.7008547008547008,"[[9, 4], [3, 6]]"
binary,2,0,2,anova,RF,True,200,"{""max_depth"": 10, ""min_samples_leaf"": 1}",0.7275012569130217,0.5909090909090909,0.6086956521739131,0.717948717948718,"[[6, 7], [2, 7]]"
binary,2,0,2,anova,RF,False,50,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.5909090909090909,0.5714285714285714,0.5726495726495726,"[[7, 6], [3, 6]]"
binary,2,0,2,anova,SVM,True,200,"{""C"": 10, ""gamma"": 0.0001}",0.6798328305681247,0.6818181818181818,0.631578947368421,0.6923076923076923,"[[9, 4], [3, 6]]"
binary,2,0,2,anova,SVM,False,50,"{""C"": 1.0, ""gamma"": ""scale""}",,0.4545454545454545,0.4,0.5555555555555556,"[[6, 7], [5, 4]]"
binary,2,0,2,mi,LR,True,200,"{""C"": 0.01}",0.687908496732026,0.6818181818181818,0.5333333333333333,0.7521367521367521,"[[11, 2], [5, 4]]"
binary,2,0,2,mi,LR,False,50,"{""C"": 1.0}",,0.7272727272727273,0.7272727272727273,0.8632478632478632,"[[8, 5], [1, 8]]"
binary,2,0,2,mi,LASSO,True,100,"{""C"": 1}",0.6386689291101056,0.5454545454545454,0.4444444444444444,0.6837606837606838,"[[8, 5], [5, 4]]"
binary,2,0,2,mi,LASSO,False,50,"{""C"": 1.0}",,0.8181818181818182,0.8,0.8888888888888888,"[[10, 3], [1, 8]]"
binary,2,0,2,mi,RF,True,50,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.7272184514831573,0.6363636363636364,0.6,0.6581196581196581,"[[8, 5], [3, 6]]"
binary,2,0,2,mi,RF,False,50,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6363636363636364,0.6,0.6581196581196581,"[[8, 5], [3, 6]]"
binary,2,0,2,mi,SVM,True,200,"{""C"": 10, ""gamma"": 0.01}",0.70346279537456,0.6363636363636364,0.5,0.5982905982905983,"[[10, 3], [5, 4]]"
binary,2,0,2,mi,SVM,False,50,"{""C"": 1.0, ""gamma"": ""scale""}",,0.7727272727272727,0.6153846153846154,0.8547008547008547,"[[13, 0], [5, 4]]"
binary,3,0,3,none,LR,True,4968,"{""C"": 1}",0.6209150326797386,0.7272727272727273,0.6666666666666666,0.7166666666666667,"[[10, 2], [4, 6]]"
binary,3,0,3,none,LR,False,4968,"{""C"": 1.0}",,0.7272727272727273,0.6666666666666666,0.7166666666666667,"[[10, 2], [4, 6]]"
binary,3,0,3,none,LASSO,True,4968,"{""C"": 1}",0.6176470588235293,0.7727272727272727,0.7619047619047619,0.9,"[[9, 3], [2, 8]]"
binary,3,0,3,none,LASSO,False,4968,"{""C"": 1.0}",,0.7727272727272727,0.7619047619047619,0.9,"[[9, 3], [2, 8]]"
binary,3,0,3,none,RF,True,4968,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.7075163398692811,0.6818181818181818,0.5333333333333333,0.8333333333333334,"[[11, 1], [6, 4]]"
binary,3,0,3,none,RF,False,4968,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6818181818181818,0.5333333333333333,0.8,"[[11, 1], [6, 4]]"
binary,3,0,3,none,SVM,True,4968,"{""C"": 0.1, ""gamma"": 0.0001}",0.6192810457516339,0.5454545454545454,0.0,0.8041666666666666,"[[12, 0], [10, 0]]"
binary,3,0,3,none,SVM,False,4968,"{""C"": 1.0, ""gamma"": ""scale""}",,0.5454545454545454,0.0,0.8125,"[[12, 0], [10, 0]]"
binary,3,0,3,anova,LR,True,200,"{""C"": 0.01}",0.6552287581699346,0.6818181818181818,0.5882352941176471,0.7916666666666667,"[[10, 2], [5, 5]]"
binary,3,0,3,anova,LR,False,50,"{""C"": 1.0}",,0.7727272727272727,0.7058823529411765,0.7666666666666666,"[[11, 1], [4, 6]]"
binary,3,0,3,anova,LASSO,True,500,"{""C"": 0.5}",0.6258169934640523,0.5909090909090909,0.6086956521739131,0.775,"[[6, 6], [3, 7]]"
binary,3,0,3,anova,LASSO,False,50,"{""C"": 1.0}",,0.7272727272727273,0.6666666666666666,0.75,"[[10, 2], [4, 6]]"
binary,3,0,3,anova,RF,True,20,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.6683006535947712,0.7272727272727273,0.625,0.7666666666666667,"[[11, 1], [5, 5]]"
binary,3,0,3,anova,RF,False,50,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6363636363636364,0.6,0.7833333333333333,"[[8, 4], [4, 6]]"
binary,3,0,3,anova,SVM,True,200,"{""C"": 10, ""gamma"": 0.0001}",0.6470588235294118,0.6818181818181818,0.4615384615384615,0.8166666666666667,"[[12, 0], [7, 3]]"
binary,3,0,3,anova,SVM,False,50,"{""C"": 1.0, ""gamma"": ""scale""}",,0.7272727272727273,0.625,0.7666666666666667,"[[11, 1], [5, 5]]"
binary,3,0,3,mi,LR,True,50,"{""C"": 10}",0.7254901960784315,0.6818181818181818,0.6956521739130435,0.7083333333333333,"[[7, 5], [2, 8]]"
binary,3,0,3,mi,LR,False,50,"{""C"": 1.0}",,0.7272727272727273,0.7272727272727273,0.7749999999999999,"[[8, 4], [2, 8]]"
binary,3,0,3,mi,LASSO,True,50,"{""C"": 5}",0.6977124183006537,0.7272727272727273,0.7272727272727273,0.7666666666666666,"[[8, 4], [2, 8]]"
binary,3,0,3,mi,LASSO,False,50,"{""C"": 1.0}",,0.7272727272727273,0.7272727272727273,0.7666666666666666,"[[8, 4], [2, 8]]"
binary,3,0,3,mi,RF,True,100,"{""max_depth"": 10, ""min_samples_leaf"": 1}",0.6756535947712418,0.5909090909090909,0.5263157894736842,0.7,"[[8, 4], [5, 5]]"
binary,3,0,3,mi,RF,False,50,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6363636363636364,0.5,0.7333333333333334,"[[10, 2], [6, 4]]"
binary,3,0,3,mi,SVM,True,20,"{""C"": 1, ""gamma"": 0.001}",0.7042483660130717,0.5454545454545454,0.0,0.6833333333333333,"[[12, 0], [10, 0]]"
binary,3,0,3,mi,SVM,False,50,"{""C"": 1.0, ""gamma"": ""scale""}",,0.5909090909090909,0.3076923076923077,0.7833333333333333,"[[11, 1], [8, 2]]"
binary,4,0,4,none,LR,True,4968,"{""C"": 10}",0.6581196581196581,0.6190476190476191,0.6363636363636364,0.6759259259259259,"[[6, 6], [2, 7]]"
binary,4,0,4,none,LR,False,4968,"{""C"": 1.0}",,0.6190476190476191,0.6363636363636364,0.6574074074074074,"[[6, 6], [2, 7]]"
binary,4,0,4,none,LASSO,True,4968,"{""C"": 0.5}",0.6683006535947712,0.5714285714285714,0.5714285714285714,0.6388888888888888,"[[6, 6], [3, 6]]"
